device_id,device_type,manufacturer,installation_date,max_temp,min_temp
DEV_00113,humidity,IoTech,2023-05-31,78.98330531475659,-7.497494857165061
DEV_00114,pressure,DataSense,2022-04-09,75.20440222797872,7.0094322952167545
DEV_00115,multi,DataSense,2023-02-01,89.1265979341069,-3.107918311048808
DEV_00116,temperature,DataSense,2023-05-04,84.88499152339658,-9.38284191383855
DEV_00117,humidity,DataSense,2022-02-08,75.34757400713924,-8.962094009631782
DEV_00118,multi,IoTech,2022-09-28,90.5773381314959,-7.156591065922089
DEV_00119,temperature,SensorCorp,2022-06-06,99.73379295463911,-5.732133040486209
DEV_00120,multi,IoTech,2022-03-16,92.41658763226113,3.3029238847681075
DEV_00121,temperature,SensorCorp,2022-05-10,92.19959160056835,-6.853474399963435
DEV_00122,humidity,DataSense,2023-11-18,98.50938258791776,-7.62251217645856
DEV_00123,pressure,IoTech,2022-03-25,76.08809102724706,5.294382829525583
DEV_00124,temperature,DataSense,2022-01-22,86.9664989476432,3.4211056771982875
DEV_00125,multi,IoTech,2023-04-04,99.38940145101651,-1.293515570895277
DEV_00126,humidity,DataSense,2023-06-23,74.95882332910523,0.9861954296020787
DEV_00127,temperature,SensorCorp,2023-12-08,91.00755878333563,-3.76031959347163
DEV_00128,multi,SensorCorp,2023-01-17,87.57430437915706,-0.3499915952927868
DEV_00129,multi,SensorCorp,2023-03-16,87.5943727656612,0.13345297965491554
DEV_00130,multi,IoTech,2023-08-27,90.93011882560225,-2.255254576438082
DEV_00131,temperature,SensorCorp,2022-01-21,97.88850768627053,8.131444213443256
DEV_00132,temperature,IoTech,2022-10-30,93.47745819554014,-9.678762700379878
DEV_00133,temperature,SensorCorp,2022-03-25,71.6840831024863,5.643425261824923
DEV_00134,pressure,SensorCorp,2023-10-21,95.58184059627133,-7.512343375173513
DEV_00135,temperature,IoTech,2023-03-29,76.76623989777198,5.950947210743989
DEV_00136,temperature,IoTech,2023-01-22,81.30742494209116,2.318238313534424
DEV_00137,temperature,SensorCorp,2023-05-22,83.85198440837146,6.865561818728047
DEV_00138,pressure,IoTech,2022-09-14,84.4271800225921,-8.04971348718205
DEV_00139,temperature,SensorCorp,2023-07-24,83.0554119776607,1.179612681995481
DEV_00140,multi,IoTech,2023-06-11,98.12059882647594,0.021757605243941214
DEV_00141,temperature,DataSense,2022-06-11,91.18057022992073,4.1238636592671725
DEV_00142,multi,DataSense,2022-06-12,88.93511937870119,0.6858110378735169
DEV_00143,multi,DataSense,2023-06-08,71.49526083348825,0.8146913426620834
DEV_00144,multi,DataSense,2022-09-28,97.11739990781123,-1.408081128478706
DEV_00145,pressure,DataSense,2023-05-07,97.28170576025188,-3.823311519853183
DEV_00146,pressure,SensorCorp,2022-07-27,93.40639190290307,-0.3547127749561554
DEV_00147,pressure,DataSense,2023-06-23,70.21087611440858,-7.630152824631988
DEV_00148,temperature,DataSense,2023-08-07,71.7184075323287,9.230266779661697
DEV_00149,multi,DataSense,2022-03-01,76.7567110680547,4.288215272531966
DEV_00150,pressure,DataSense,2023-03-06,73.9404822443472,9.049342333756936
DEV_00151,pressure,IoTech,2023-10-19,81.96508089111188,-5.465452353400735
DEV_00152,temperature,SensorCorp,2023-08-28,97.67869174263369,7.5868204035305595
DEV_00153,pressure,DataSense,2022-11-05,84.16181302590995,6.175799691270768
DEV_00154,temperature,DataSense,2023-06-04,70.40207879296497,3.5430482491534736
DEV_00155,humidity,DataSense,2023-08-14,78.48237068736286,2.500583721704114
DEV_00156,pressure,SensorCorp,2022-01-27,71.33784725118885,-3.6690066946426008
DEV_00157,humidity,IoTech,2023-11-17,71.08862867840506,6.328215699300614
DEV_00158,temperature,SensorCorp,2023-07-16,78.27159559286656,0.030309229594676523
DEV_00159,multi,IoTech,2022-07-18,78.26837016036836,-8.582168482174293
DEV_00160,pressure,DataSense,2023-01-22,93.61379807804812,-3.7427367828974
DEV_00161,temperature,DataSense,2022-12-15,99.24503958343335,8.70594197090655
DEV_00162,multi,SensorCorp,2023-11-24,81.13621281669995,7.013605212096927
DEV_00163,multi,SensorCorp,2023-06-20,82.86660636583116,9.638113961530784
DEV_00164,humidity,IoTech,2023-01-13,95.34368308858065,2.5598676520819623
DEV_00165,temperature,IoTech,2023-07-12,78.0441706028654,-5.04979853719176
DEV_00166,multi,SensorCorp,2023-06-11,74.69145413210344,-6.743699006462725
DEV_00167,pressure,IoTech,2022-06-02,95.59268870210951,-6.261711187830768
DEV_00168,pressure,SensorCorp,2022-07-25,71.39501759320197,-9.604086833054913
DEV_00169,humidity,IoTech,2023-03-31,88.59098320598247,-2.1863577802812166
DEV_00170,multi,SensorCorp,2022-09-30,86.8597854240042,-6.17144639000915
DEV_00171,temperature,SensorCorp,2022-08-24,80.37761342505082,-1.7668907908659506
DEV_00172,pressure,SensorCorp,2023-06-05,79.45568563292076,8.69988863677531
DEV_00173,multi,IoTech,2023-11-09,93.15573178544864,-1.3891958098562007
DEV_00174,multi,IoTech,2023-12-27,72.5927383228764,7.559689939696696
DEV_00175,humidity,IoTech,2023-05-16,77.10352927934156,2.1100953323175293
DEV_00176,pressure,SensorCorp,2022-04-27,91.9734619551427,-5.057368906772162
DEV_00177,pressure,IoTech,2023-01-21,86.44961751179272,-2.882904814815772
DEV_00178,temperature,IoTech,2022-12-10,73.8396462560076,-8.321609283571412
DEV_00179,pressure,SensorCorp,2023-08-07,96.4640684284618,-3.33074812807979
DEV_00180,temperature,DataSense,2023-01-30,81.80343539690774,3.5508189100706815
DEV_00181,pressure,SensorCorp,2022-03-05,94.83605125966518,-8.557778141411296
DEV_00182,humidity,IoTech,2023-12-18,93.63139046583126,-5.891971830439413
DEV_00183,pressure,SensorCorp,2023-12-22,88.73276339415185,-2.37117917173377
DEV_00184,temperature,DataSense,2022-03-13,84.83443393885278,9.64099074031925
DEV_00185,temperature,SensorCorp,2022-10-01,99.3865252114527,5.697236459177603
DEV_00186,humidity,IoTech,2022-11-16,74.34895217139452,4.669734929842077
DEV_00187,pressure,DataSense,2022-12-04,91.75467182653344,-7.6761808694910805
DEV_00188,pressure,IoTech,2023-01-01,75.73572104394367,5.61991787229983
DEV_00189,humidity,DataSense,2023-05-10,80.14789315997045,5.705376230320303
DEV_00190,pressure,DataSense,2023-08-30,79.26096230119586,2.022053912486566
DEV_00191,pressure,SensorCorp,2022-06-15,98.41107963216169,9.807235639967438
DEV_00192,temperature,SensorCorp,2023-06-28,99.02068533364826,-3.4949218815089615
DEV_00193,pressure,IoTech,2022-01-11,75.49046332704181,8.825448964837033
DEV_00194,pressure,SensorCorp,2022-10-28,70.66105480892513,8.294622299130072
DEV_00195,humidity,SensorCorp,2023-12-30,91.6002411898934,-9.770386805012443
DEV_00196,humidity,DataSense,2022-04-12,82.53969801611453,-0.9976694705037801
DEV_00197,multi,SensorCorp,2023-03-01,72.66520735262694,9.542084661031467
DEV_00198,temperature,DataSense,2023-01-27,90.51262316731128,-7.937572751838484
DEV_00199,pressure,DataSense,2022-08-02,86.35316584782099,0.9556938876663885
DEV_00200,pressure,DataSense,2023-11-22,99.41550466003318,9.57915014082208
DEV_00201,multi,IoTech,2022-03-29,76.82228487584136,1.1099084821172038
DEV_00202,pressure,IoTech,2023-07-07,82.11933628979645,-6.20369394055688
DEV_00203,temperature,IoTech,2023-02-05,86.27637410186269,1.6436646018517962
DEV_00204,multi,DataSense,2023-08-11,93.75099965360054,-5.911188521009063
DEV_00205,temperature,IoTech,2022-02-15,86.46515970160176,0.3940852578896852
DEV_00206,multi,IoTech,2023-11-03,88.38700482585847,-8.51915564175304
DEV_00207,multi,SensorCorp,2023-04-08,76.78441154769823,2.1096533842880927
DEV_00208,humidity,IoTech,2023-08-15,95.40756184265679,0.3357987825631632
DEV_00209,temperature,IoTech,2022-11-06,82.85891640911427,4.8032273752292625
DEV_00210,pressure,DataSense,2022-03-27,74.22878882565308,2.6140094231757
DEV_00211,pressure,DataSense,2022-04-02,89.92563743516251,0.992125370615133
DEV_00212,temperature,DataSense,2023-10-22,76.48271359555923,3.7955769849624232
DEV_00213,pressure,DataSense,2023-11-04,72.92687530717899,-7.121161728555383
DEV_00214,pressure,DataSense,2023-12-15,95.85960725212817,1.9071932251720813
DEV_00215,temperature,DataSense,2022-08-30,83.80486793465319,-6.557787943544446
DEV_00216,multi,IoTech,2022-01-02,92.4785113808733,8.510444157037618
DEV_00217,temperature,DataSense,2022-08-13,78.71762679419065,-8.633317903087915
DEV_00218,multi,DataSense,2023-08-12,93.60910404753,-1.392505006184134
DEV_00219,pressure,SensorCorp,2022-04-26,73.35807781064591,3.915949553108897
DEV_00220,pressure,IoTech,2023-10-28,80.67920121384559,-0.8395557666348257
DEV_00221,pressure,IoTech,2022-04-13,99.34185453920585,-8.158094935341953
DEV_00222,humidity,IoTech,2022-07-13,93.81969149104017,1.0675803225341483
DEV_00223,multi,DataSense,2022-06-15,84.91767790944064,2.832638176547091
DEV_00224,humidity,DataSense,2022-03-31,80.19332414685655,4.075846219810153
DEV_00225,humidity,DataSense,2023-11-17,96.1640710006743,-2.5348037107448214
DEV_00226,temperature,SensorCorp,2022-05-02,86.34543277253547,1.273199420575244
DEV_00227,humidity,DataSense,2022-05-23,92.75275053607334,-0.9862705012217372
DEV_00228,temperature,SensorCorp,2022-04-16,92.62323040948492,3.441120775045068
DEV_00229,temperature,IoTech,2023-03-04,70.53837035705476,1.6711393464963713
DEV_00230,humidity,DataSense,2022-11-01,73.7876134837784,0.515124391182697
DEV_00231,multi,SensorCorp,2022-11-13,89.78888099184226,-5.009512663235027
DEV_00232,multi,SensorCorp,2023-09-27,74.84859433857615,-9.95962964503532
DEV_00233,multi,DataSense,2022-01-09,77.66480033966815,-6.518366493771415
DEV_00234,multi,IoTech,2022-03-14,98.39913862598821,-7.658679171516627
DEV_00235,multi,IoTech,2022-12-25,86.80546775124736,-1.018305099781065
DEV_00236,humidity,IoTech,2022-08-11,92.52188520998041,2.2451630152368924
DEV_00237,humidity,SensorCorp,2023-02-20,86.73942216347919,-5.7382998263038365
DEV_00238,pressure,SensorCorp,2023-07-07,86.57540844348176,8.781141919343742
DEV_00239,multi,SensorCorp,2023-01-05,72.82455730377093,-9.866357415522245
DEV_00240,humidity,SensorCorp,2023-12-17,80.30989577827309,5.446020303306858
DEV_00241,pressure,IoTech,2022-09-21,78.47292696059534,2.5040953906088443
DEV_00242,multi,DataSense,2023-11-21,81.7218509684084,-2.528903979046362
DEV_00243,temperature,SensorCorp,2022-11-14,93.95032564672985,-8.990221111751842
DEV_00244,pressure,SensorCorp,2022-03-25,81.15798003750595,2.5497314356855867
DEV_00245,humidity,IoTech,2022-11-14,83.55090457695049,-2.2877297426870395
DEV_00246,temperature,DataSense,2022-04-21,81.92144171455949,8.725342788264385
DEV_00247,temperature,DataSense,2022-09-08,72.80223915925887,0.8398014977953174
DEV_00248,temperature,IoTech,2023-01-18,83.23216474752351,8.793030225870165
DEV_00249,pressure,IoTech,2022-01-07,75.86827819133545,-5.590326130533918
DEV_00250,humidity,DataSense,2023-04-04,75.60169887319124,4.514518207282066
DEV_00251,temperature,SensorCorp,2022-03-25,72.821083133028,2.344980416974513
DEV_00252,multi,DataSense,2022-07-27,80.70012922425295,4.7881645966262365
DEV_00253,temperature,IoTech,2023-01-25,92.72445654368252,-5.706642720549264
DEV_00254,temperature,SensorCorp,2022-11-10,78.29325071750188,3.2998903247554736
DEV_00255,pressure,SensorCorp,2022-01-22,79.3704730565654,-0.03919213886262085
DEV_00256,pressure,IoTech,2023-02-14,89.28023973017271,4.856499498126325
DEV_00257,humidity,IoTech,2023-05-30,75.87522437760757,-3.4591071169636445
DEV_00258,multi,IoTech,2022-05-07,96.90873791270603,7.80114050930505
DEV_00259,pressure,DataSense,2023-12-01,85.60571569754663,-8.313973707772993
DEV_00260,temperature,DataSense,2022-01-14,83.42808820960651,6.143786375823762
DEV_00261,humidity,SensorCorp,2022-01-12,86.73460575787604,7.226392516301814
DEV_00262,temperature,IoTech,2022-03-28,74.98102940248586,6.345046227336425
DEV_00263,temperature,SensorCorp,2023-06-08,88.40419415917529,0.25452788523551995
DEV_00264,pressure,SensorCorp,2023-06-21,80.89302209902031,-1.2323003993847728
DEV_00265,humidity,SensorCorp,2022-10-28,96.91559022893857,9.925245730497537
DEV_00266,multi,SensorCorp,2022-08-31,75.06562620033058,-5.416560975716758
DEV_00267,multi,IoTech,2022-05-02,85.21153311596323,0.9375193175208913
DEV_00268,pressure,SensorCorp,2022-05-27,87.94337888107054,3.41351050764651
DEV_00269,pressure,IoTech,2023-07-21,71.00150805359144,4.01735271722864
DEV_00270,humidity,IoTech,2022-12-22,80.9107937426842,-5.919506685228426
DEV_00271,multi,DataSense,2023-11-16,91.97905704102499,3.079881846796024
DEV_00272,multi,IoTech,2023-09-23,94.6113252234692,6.367391329626745
DEV_00273,multi,DataSense,2022-11-05,79.39485984451846,-8.999628463577755
DEV_00274,temperature,IoTech,2023-11-26,93.95779817148254,8.23042586650633
DEV_00275,multi,IoTech,2022-10-15,99.03267631310166,-9.409918897095881
DEV_00276,temperature,IoTech,2022-11-03,95.70621808225283,-2.8805793502321126
DEV_00277,humidity,DataSense,2023-08-17,73.52931964477976,-9.683736075340759
DEV_00278,temperature,DataSense,2023-12-24,92.19190996256621,-8.457096629208362
DEV_00279,humidity,SensorCorp,2023-10-24,79.59000497321634,8.22336570360158
DEV_00280,multi,DataSense,2023-07-03,99.6524796823623,-2.9027833850770435
DEV_00281,multi,DataSense,2022-12-18,84.56076949479662,-1.5045693914989418
DEV_00282,humidity,DataSense,2022-11-08,73.67301695076823,-5.693112372348947
DEV_00283,pressure,DataSense,2022-02-28,91.75556644082172,1.941915403734395
DEV_00284,humidity,SensorCorp,2023-10-05,79.69033595158642,1.896064293555792
DEV_00285,pressure,DataSense,2023-12-15,99.91234471244985,-2.555992163495615
DEV_00286,temperature,IoTech,2022-02-04,99.39347373563565,-3.3393025638920326
DEV_00287,temperature,IoTech,2023-03-21,89.68402054061742,7.699286163611756
DEV_00288,temperature,DataSense,2022-04-03,73.89479346855153,-2.3343152071559725
DEV_00289,multi,DataSense,2022-07-26,90.60582993025088,-0.1299801569118344
DEV_00290,temperature,IoTech,2022-12-19,72.79091459380082,-4.333904751501388
DEV_00291,pressure,IoTech,2022-11-28,70.88092477307177,5.735390067142546
DEV_00292,temperature,SensorCorp,2023-12-26,94.68875338664458,-2.051036862018167
DEV_00293,humidity,IoTech,2022-06-08,76.29258843051043,0.27222093088649046
DEV_00294,humidity,IoTech,2022-01-24,81.37081378657292,-4.932856598806772
DEV_00295,multi,DataSense,2023-02-08,99.2037216992852,9.753191846825036
DEV_00296,humidity,IoTech,2023-05-31,80.1052150558331,-4.170085181525542
DEV_00297,pressure,SensorCorp,2022-12-30,78.89469343849946,5.414850618111034
DEV_00298,temperature,IoTech,2023-01-17,97.54623998868325,-1.4500869928648168
DEV_00299,multi,DataSense,2023-06-16,73.32245335956874,-5.875651898317202
DEV_00300,temperature,DataSense,2022-06-01,92.78747230343896,5.994375279297223
DEV_00301,temperature,IoTech,2023-07-16,99.64196699958322,-3.327864219419137
DEV_00302,pressure,DataSense,2023-11-20,97.03888032323947,7.303866947956223
DEV_00303,humidity,SensorCorp,2023-08-31,89.55003756119278,8.30514369835646
DEV_00304,humidity,SensorCorp,2023-09-09,79.42182384978196,7.196476707825518
DEV_00305,temperature,IoTech,2023-02-24,77.6296594353495,-9.299841703863887
DEV_00306,multi,IoTech,2022-09-07,94.57765314614383,5.747466900102111
DEV_00307,humidity,IoTech,2022-04-27,96.39465741855086,-1.7732106700171215
DEV_00308,multi,DataSense,2023-05-27,85.76304737637079,7.474458403644501
DEV_00309,humidity,SensorCorp,2023-08-01,77.33019822359398,2.7590852536947743
DEV_00310,multi,SensorCorp,2022-12-01,73.38829625233521,6.672862682879167
DEV_00311,pressure,DataSense,2023-02-22,72.61538403495493,-0.01136460266329209
DEV_00312,multi,SensorCorp,2022-10-22,91.57232342061567,0.7005100919786571
DEV_00313,pressure,IoTech,2023-01-06,82.60356183543175,-7.112247357326655
DEV_00314,pressure,IoTech,2022-07-05,97.16079622833611,5.679747173787108
DEV_00315,multi,IoTech,2022-09-03,92.1901390218029,-1.6122077666605676
DEV_00316,pressure,SensorCorp,2023-09-29,75.7378125374376,0.0016023654316512648
DEV_00317,temperature,IoTech,2022-09-25,88.41332256447097,5.701954281914151
DEV_00318,pressure,DataSense,2023-10-05,83.06516363194478,1.9769080015887788
DEV_00319,humidity,DataSense,2022-08-25,87.31749192305838,-5.978025451146651
DEV_00320,multi,SensorCorp,2023-06-14,92.14207370015552,1.8046531830178552
DEV_00321,temperature,DataSense,2023-07-06,94.18587643011372,-1.8473428404068848
DEV_00322,multi,DataSense,2022-01-21,95.31211979220173,-0.6094891591227469
DEV_00323,humidity,SensorCorp,2023-06-04,77.61924623716074,-9.433774511946645
DEV_00324,humidity,IoTech,2022-04-10,70.93346799752074,-5.7994130096743675
DEV_00325,humidity,IoTech,2023-04-23,92.1788420549432,-4.379238372379435
DEV_00326,pressure,IoTech,2023-08-22,73.19031178767324,4.2592001571761156
DEV_00327,pressure,SensorCorp,2022-10-25,79.44758765838903,-9.770150534037693
DEV_00328,multi,DataSense,2023-06-10,70.11451402373041,-1.8244547754173581
DEV_00329,multi,IoTech,2022-11-30,90.4500844720486,8.480537408514657
DEV_00330,temperature,IoTech,2022-01-02,75.01396034413663,-7.762387669017523
DEV_00331,temperature,SensorCorp,2023-01-10,89.65847229074974,0.3284877643722197
DEV_00332,multi,IoTech,2022-10-20,99.75227851503516,5.730447647816941
DEV_00333,pressure,SensorCorp,2023-07-07,72.18012614830049,8.850626150402334
DEV_00334,humidity,DataSense,2022-11-14,72.31234035854382,4.93553279067436
DEV_00335,multi,SensorCorp,2023-05-17,80.21140278000024,4.411310972888122
DEV_00336,temperature,SensorCorp,2023-01-16,95.99159542754026,6.52976180391525
DEV_00337,pressure,SensorCorp,2023-09-15,76.46589606373996,-1.0759755804491267
DEV_00338,multi,SensorCorp,2022-01-14,80.81133459791043,6.116890652356663
DEV_00339,multi,DataSense,2023-05-19,72.05516219880938,-9.840711905090977
DEV_00340,pressure,DataSense,2022-08-19,92.89465873776668,8.491221107536099
DEV_00341,multi,IoTech,2022-03-25,82.24919028278353,-1.1338698096564936
DEV_00342,pressure,DataSense,2022-05-10,92.77746199182528,1.0676037573149522
DEV_00343,humidity,DataSense,2022-05-25,97.10823533040386,-4.902355021702354
DEV_00344,pressure,IoTech,2022-01-28,76.98289441303866,4.850616656808429
DEV_00345,pressure,DataSense,2022-03-07,94.22188091019854,-8.467283870495024
